City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
300,lasa,46.6166,10.7002,16.12,94,88,2.26,IT,2023-07-03 22:00:25
301,suozhen,36.9539,118.1047,25.37,93,100,3.44,CN,2023-07-03 22:00:41
302,garowe,8.4054,48.4845,26.6,52,100,10.94,SO,2023-07-03 22:00:41
303,mae hong son,19.3003,97.9685,23.28,98,100,0.65,TH,2023-07-03 22:00:41
304,torbay,47.6666,-52.7314,18.61,78,92,2.24,CA,2023-07-03 22:00:42
305,saldanha,-33.0117,17.9442,14.54,86,8,5.69,ZA,2023-07-03 22:00:42
306,mitsamiouli,-11.3847,43.2844,24.91,67,0,3.39,KM,2023-07-03 22:00:43
307,gabu,12.2833,-14.2167,25.45,90,96,3.86,GW,2023-07-03 22:00:43
308,luchegorsk,46.4764,134.2569,18.84,82,2,1.13,RU,2023-07-03 21:58:19
309,inhambane,-23.865,35.3833,16.69,85,0,0.42,MZ,2023-07-03 22:00:43
310,zhigansk,66.7697,123.3711,9.29,62,3,5.7,RU,2023-07-03 22:00:44
311,maningrida,-12.0667,134.2667,19.23,84,88,4.63,AU,2023-07-03 22:00:44
312,gerash,27.6652,54.1371,30.7,39,17,1.87,IR,2023-07-03 22:00:44
313,ikot ekpene,5.1794,7.7108,23.43,96,100,2.56,NG,2023-07-03 22:00:44
314,valverde del camino,37.5751,-6.7543,23.91,39,0,2.89,ES,2023-07-03 22:00:44
315,batagay-alyta,67.8006,130.4114,6.42,83,99,2.78,RU,2023-07-03 22:00:44
316,la ronge,55.1001,-105.2842,8.27,92,100,6.44,CA,2023-07-03 22:00:45
317,birin,26.8865,88.0718,19.29,93,100,1.1,NP,2023-07-03 22:00:45
318,la tiza,7.75,-80.2833,26.35,84,100,0.79,PA,2023-07-03 22:00:45
319,mahebourg,-20.4081,57.7,20.7,73,59,9.04,MU,2023-07-03 22:00:46
320,santiago del estero,-27.7951,-64.2615,25.95,41,23,4.82,AR,2023-07-03 21:56:16
321,kondopoga,62.2057,34.2614,12.96,75,63,3.96,RU,2023-07-03 22:00:46
322,jawor,51.0513,16.1935,15.49,68,38,3.78,PL,2023-07-03 22:00:46
323,trincomalee,8.5711,81.2335,26.88,79,93,10.74,LK,2023-07-03 22:00:46
324,pisco,-13.7,-76.2167,20.57,78,3,2.92,PE,2023-07-03 22:00:47
325,saint-francois,46.4154,3.9054,16.69,94,0,1.54,FR,2023-07-03 22:00:47
326,bara,10.3744,10.7288,29.06,52,82,2.71,NG,2023-07-03 22:00:47
327,ginda,30.6945,78.4932,18.08,93,56,1.14,IN,2023-07-03 22:00:47
328,huilong,31.8111,121.655,28.85,91,100,2.82,CN,2023-07-03 22:00:48
329,amapa,1.0,-52.0,24.03,89,36,1.31,BR,2023-07-03 22:00:48
330,bac lieu,9.285,105.7244,25.79,89,100,2.38,VN,2023-07-03 22:00:48
331,nurota,40.5614,65.6886,24.13,28,0,4.95,UZ,2023-07-03 22:00:48
332,omagari,39.45,140.4833,19.42,89,30,0.3,JP,2023-07-03 22:00:48
333,nhulunbuy,-12.2333,136.7667,23.34,88,100,4.63,AU,2023-07-03 22:00:48
334,kedrovyy,56.1667,91.8167,12.23,83,100,0.95,RU,2023-07-03 22:00:49
335,sabang,5.8933,95.3214,27.87,77,99,5.34,ID,2023-07-03 22:00:49
336,tiassale,5.8983,-4.8283,23.12,98,100,1.27,CI,2023-07-03 22:00:49
337,baruun-urt,46.6806,113.2792,13.85,88,2,3.39,MN,2023-07-03 22:00:49
338,katsuura,35.1333,140.3,24.01,94,76,3.61,JP,2023-07-03 22:00:49
339,santa rosa,14.3122,121.1114,28.86,84,100,1.92,PH,2023-07-03 22:00:50
340,andra,62.5147,65.8878,18.22,87,75,2.09,RU,2023-07-03 22:00:50
341,funtua,11.5233,7.3081,26.75,60,33,4.75,NG,2023-07-03 22:00:51
342,nanyamba,-10.6833,39.8333,17.21,98,11,2.17,TZ,2023-07-03 22:00:51
343,kudahuvadhoo,2.6708,72.8944,25.84,83,100,5.02,MV,2023-07-03 22:00:51
344,pemangkat,1.1667,108.9667,27.33,82,100,4.87,ID,2023-07-03 22:00:51
345,mutoko,-17.397,32.2268,9.11,84,25,1.55,ZW,2023-07-03 22:00:51
346,weligama,5.9667,80.4167,25.85,87,100,7.56,LK,2023-07-03 22:00:51
347,seoni,22.0833,79.5333,28.04,69,100,1.46,IN,2023-07-03 22:00:52
348,batagay,67.6333,134.6333,7.36,86,100,3.65,RU,2023-07-03 22:00:52
349,ketchikan,55.3422,-131.6461,15.53,70,14,1.74,US,2023-07-03 22:00:52
350,maksatikha,57.797,35.8825,15.38,63,87,2.1,RU,2023-07-03 22:00:52
351,shenjiamen,29.9576,122.298,24.23,97,98,3.4,CN,2023-07-03 22:00:52
352,wajir,1.7471,40.0573,23.66,63,85,7.86,KE,2023-07-03 22:00:53
353,atambua,-9.1061,124.8925,22.93,91,96,2.04,ID,2023-07-03 22:00:53
354,cabedelo,-6.9811,-34.8339,23.4,91,100,4.35,BR,2023-07-03 22:00:53
355,madoc,44.5084,-77.4745,29.06,54,85,0.27,CA,2023-07-03 22:00:53
356,dukat,62.55,155.55,24.36,45,9,0.78,RU,2023-07-03 22:00:53
357,kropotkin,45.4375,40.5756,21.87,71,15,1.83,RU,2023-07-03 22:00:54
358,panaba,21.2833,-88.2667,26.86,89,94,2.96,MX,2023-07-03 22:00:54
359,naze,28.3667,129.4833,26.19,87,100,10.73,JP,2023-07-03 22:00:54
360,kargil,34.5667,76.1,13.92,49,100,2.04,IN,2023-07-03 22:00:54
361,xining,36.6167,101.7667,8.4,65,0,1.42,CN,2023-07-03 22:00:54
362,yuli,9.6989,10.2744,26.85,72,86,1.83,NG,2023-07-03 22:00:55
363,liwale,-9.7667,37.9333,16.79,79,52,1.36,TZ,2023-07-03 22:00:55
364,tilichiki,60.4667,166.1,8.86,85,100,2.28,RU,2023-07-03 22:00:55
365,tenosique,17.4833,-91.4333,32.24,62,93,3.48,MX,2023-07-03 22:00:55
366,norden,53.6,7.2,12.19,96,97,9.02,DE,2023-07-03 21:56:01
367,eyl,7.9803,49.8164,25.95,69,49,11.82,SO,2023-07-03 21:57:03
368,sistranda,63.7256,8.834,11.98,66,100,3.5,NO,2023-07-03 22:00:49
369,holguin,20.8872,-76.2631,28.68,72,92,4.67,CU,2023-07-03 22:00:56
370,nabire,-3.3667,135.4833,25.97,84,100,1.96,ID,2023-07-03 22:00:56
371,druzhba,52.0428,33.9453,15.98,80,45,2.05,UA,2023-07-03 22:00:56
372,kortkeros,61.8106,51.5806,16.0,81,90,2.02,RU,2023-07-03 22:00:57
373,dolores,-36.3132,-57.6792,14.97,95,96,3.41,AR,2023-07-03 22:00:57
374,jamiltepec,16.2833,-97.8167,28.04,69,55,2.95,MX,2023-07-03 22:00:57
375,muleba,-1.8397,31.6544,19.57,59,70,1.18,TZ,2023-07-03 22:00:57
376,saint-pierre,-21.3393,55.4781,19.82,83,20,4.63,RE,2023-07-03 21:58:52
377,chapaevsk,52.9813,49.7112,18.52,92,100,2.85,RU,2023-07-03 22:00:57
378,guerrero negro,27.9769,-114.0611,18.5,81,12,6.78,MX,2023-07-03 22:00:58
379,thunder bay,48.4001,-89.3168,26.2,60,99,3.54,CA,2023-07-03 22:00:58
380,fort wellington,6.4,-57.6,25.44,88,97,2.66,GY,2023-07-03 22:00:58
381,gorazde,43.6669,18.9764,17.32,96,5,0.51,BA,2023-07-03 22:00:58
382,rapid valley,44.0625,-103.1463,28.76,63,20,6.17,US,2023-07-03 22:00:58
383,ambon,-3.6954,128.1814,24.08,94,40,3.6,ID,2023-07-03 22:00:59
384,campestre,-21.7111,-46.2464,12.05,73,6,1.56,BR,2023-07-03 22:00:59
385,camana,-16.6228,-72.7111,18.22,84,8,3.1,PE,2023-07-03 22:00:59
386,tiznit,29.5833,-9.5,24.87,49,0,1.24,MA,2023-07-03 22:01:00
387,zonguldak,41.25,31.8333,16.28,89,81,1.82,TR,2023-07-03 21:56:14
388,iskateley,67.6803,53.1512,13.21,97,77,2.72,RU,2023-07-03 21:57:19
389,tahoua,14.8888,5.2692,26.37,60,100,8.61,NE,2023-07-03 22:01:00
390,grand-lahou,5.1367,-5.0242,24.43,90,98,1.69,CI,2023-07-03 22:01:00
391,purranque,-40.9167,-73.1667,9.04,97,100,0.75,CL,2023-07-03 22:01:01
392,nova olimpia,-14.7972,-57.2881,24.82,31,1,0.53,BR,2023-07-03 22:01:01
393,karratha,-20.7377,116.8463,19.0,57,25,5.71,AU,2023-07-03 22:01:01
394,gravdal,68.1214,13.5031,13.94,62,0,3.6,NO,2023-07-03 22:01:01
395,sibu,2.3,111.8167,22.7,96,100,1.05,MY,2023-07-03 22:01:02
396,burns lake,54.2331,-125.7533,25.33,26,7,0.84,CA,2023-07-03 22:01:02
397,tessalit,20.1986,1.0114,36.36,21,74,5.86,ML,2023-07-03 22:01:02
398,cidreira,-30.1811,-50.2056,16.99,88,4,4.82,BR,2023-07-03 22:01:02
399,prostejov,49.4719,17.1118,21.03,70,96,0.45,CZ,2023-07-03 21:56:46
400,lanxi,29.2195,119.477,26.6,88,100,1.5,CN,2023-07-03 22:01:02
401,avera,33.194,-82.5271,32.83,39,93,3.48,US,2023-07-03 22:01:03
402,solnechnyy,50.7214,136.6319,21.3,61,15,2.13,RU,2023-07-03 22:01:03
403,qaqortoq,60.7167,-46.0333,3.47,94,100,1.82,GL,2023-07-03 22:01:03
404,svolvaer,68.2342,14.5683,15.98,51,54,5.14,NO,2023-07-03 22:01:03
405,rio gallegos,-51.6226,-69.2181,3.25,73,98,5.96,AR,2023-07-03 22:01:03
406,hervey bay,-25.2986,152.8535,20.3,83,97,5.62,AU,2023-07-03 22:01:04
407,iralaya,15.0,-83.2333,27.47,85,100,4.14,HN,2023-07-03 22:01:04
408,clyde river,70.4692,-68.5914,0.78,99,100,3.48,CA,2023-07-03 22:01:04
409,broken hill,-31.95,141.4333,9.16,94,100,2.15,AU,2023-07-03 22:01:05
410,progreso,21.2833,-89.6667,25.06,78,100,7.15,MX,2023-07-03 22:01:05
411,shubarkuduk,49.1447,56.4872,20.66,59,17,2.9,KZ,2023-07-03 22:01:05
412,pilikwe,-22.799,27.1938,13.87,67,20,2.59,BW,2023-07-03 22:01:05
413,beloha,-25.1667,45.05,17.39,73,0,4.8,MG,2023-07-03 22:01:05
414,linhares,-19.3911,-40.0722,19.92,57,31,5.07,BR,2023-07-03 22:01:06
415,mercedes,-34.6515,-59.4307,18.91,81,88,3.16,AR,2023-07-03 22:01:06
416,porto seguro,-16.4497,-39.0647,20.29,73,40,1.54,BR,2023-07-03 22:01:06
417,siva,29.2041,25.5195,30.36,44,0,6.79,EG,2023-07-03 22:01:06
418,sisophon,13.5859,102.9737,24.39,85,100,0.76,KH,2023-07-03 22:01:06
419,northam,51.0333,-4.2167,15.14,80,73,7.25,GB,2023-07-03 22:01:06
420,tabuk,17.4189,121.4443,23.34,92,46,1.01,PH,2023-07-03 22:01:07
421,wanaka,-44.7,169.15,6.17,75,3,0.89,NZ,2023-07-03 22:01:07
422,draguignan,43.5333,6.4667,24.31,62,0,3.6,FR,2023-07-03 22:01:08
423,ucluelet,48.9329,-125.5528,18.43,61,0,4.04,CA,2023-07-03 22:01:08
424,anupgarh,29.1911,73.2086,37.38,36,11,8.93,IN,2023-07-03 22:01:08
425,nikolskoye,59.7035,30.7861,11.56,86,77,5.25,RU,2023-07-03 22:01:08
426,puerto carreno,6.189,-67.4859,28.55,78,69,3.05,CO,2023-07-03 22:01:08
427,silver city,32.7701,-108.2803,30.35,30,0,8.23,US,2023-07-03 22:01:09
428,abu dhabi,24.4667,54.3667,33.86,70,0,2.06,AE,2023-07-03 21:58:02
429,plavinas,56.6178,25.7255,13.77,69,5,4.95,LV,2023-07-03 22:01:09
430,kozhva,65.1073,57.0459,14.8,94,34,2.08,RU,2023-07-03 22:01:09
431,cheremukhovo,60.3484,59.9851,14.4,91,1,1.37,RU,2023-07-03 22:01:09
432,dowa,-13.654,33.9375,13.4,57,36,0.81,MW,2023-07-03 22:01:10
433,isoka,-10.1606,32.6335,10.44,74,0,0.23,ZM,2023-07-03 22:01:06
434,imeni poliny osipenko,52.4201,136.4853,19.19,65,14,2.06,RU,2023-07-03 22:01:10
435,horta,38.5333,-28.6333,20.57,77,100,0.45,PT,2023-07-03 22:01:11
436,alekseyevka,50.6309,38.6903,18.57,86,98,0.68,RU,2023-07-03 22:01:11
437,potiskum,11.7091,11.0694,31.08,41,64,4.41,NG,2023-07-03 22:01:11
438,anori,-3.7728,-61.6442,27.86,66,80,1.0,BR,2023-07-03 22:01:11
439,mehran,33.1222,46.1646,32.51,14,0,6.75,IR,2023-07-03 22:01:11
440,magistralnyy,56.1725,107.4458,14.83,95,100,1.85,RU,2023-07-03 22:01:11
441,hun,29.1268,15.9477,29.76,32,0,4.02,LY,2023-07-03 22:01:12
442,vanimo,-2.6741,141.3028,26.41,85,56,3.15,PG,2023-07-03 22:01:12
443,touros,-5.1989,-35.4608,25.21,85,52,7.22,BR,2023-07-03 21:58:17
444,fayetteville,35.0527,-78.8784,35.33,54,0,4.63,US,2023-07-03 22:01:12
445,kolpashevo,58.3131,82.9089,12.53,78,5,2.1,RU,2023-07-03 22:01:12
446,alta floresta,-9.8756,-56.0861,25.67,39,1,1.16,BR,2023-07-03 22:01:13
447,terney,45.0503,136.6092,17.26,89,83,1.16,RU,2023-07-03 22:01:13
448,agadir,30.4202,-9.5982,22.25,76,2,1.81,MA,2023-07-03 21:58:49
449,omsukchan,62.5333,155.8,22.06,50,9,2.27,RU,2023-07-03 22:01:13
450,saint-gaudens,43.0833,0.6667,16.12,95,80,1.34,FR,2023-07-03 22:00:05
451,simdega,22.6167,84.5167,26.25,83,89,2.05,IN,2023-07-03 22:01:13
452,pandamatenga,-18.5278,25.627,13.49,49,0,1.15,BW,2023-07-03 22:01:14
453,verkhoyansk,67.5447,133.385,7.62,89,100,4.69,RU,2023-07-03 22:00:10
454,namtsy,62.7161,129.6658,22.4,57,87,4.21,RU,2023-07-03 22:01:14
455,libenge,3.65,18.6333,22.92,90,85,1.59,CD,2023-07-03 22:01:14
456,vagur,61.4732,-6.8119,8.9,75,100,6.39,FO,2023-07-03 22:01:14
457,nopalucan,19.2167,-97.8167,19.44,54,64,2.61,MX,2023-07-03 22:01:15
458,bielsk podlaski,52.7651,23.1865,17.79,76,61,3.27,PL,2023-07-03 21:57:57
459,lompoc,34.6391,-120.4579,35.01,70,20,3.6,US,2023-07-03 22:01:15
460,nichinan,31.6,131.3667,24.52,94,100,2.12,JP,2023-07-03 22:01:15
461,walvis bay,-22.9575,14.5053,16.53,72,0,3.09,NA,2023-07-03 21:56:41
462,toktogul,41.8708,72.9402,19.48,57,39,0.88,KG,2023-07-03 22:01:15
463,charters towers,-20.1,146.2667,18.45,95,100,2.13,AU,2023-07-03 22:01:16
464,do gonbadan,30.3586,50.7981,28.49,10,1,1.11,IR,2023-07-03 22:00:45
465,ballina,-28.8667,153.5667,14.32,83,100,3.19,AU,2023-07-03 22:01:16
466,warrington,53.3925,-2.5802,14.43,80,20,5.66,GB,2023-07-03 21:59:08
467,mae chan,20.1467,99.8526,24.02,99,100,0.6,TH,2023-07-03 22:01:16
468,bouza,14.4229,6.0428,27.27,58,100,7.47,NE,2023-07-03 22:01:17
469,altay,47.8667,88.1167,14.35,53,74,2.01,CN,2023-07-03 22:01:17
470,zaozerne,45.1582,33.2787,22.01,76,6,0.95,UA,2023-07-03 22:01:17
471,port shepstone,-30.7414,30.455,17.38,61,0,3.47,ZA,2023-07-03 22:01:17
472,boshnyakovo,49.6333,142.1667,12.53,97,100,0.61,RU,2023-07-03 22:01:18
473,shagonar,51.5333,92.8,11.0,81,18,0.65,RU,2023-07-03 22:01:18
474,eunice,30.4944,-92.4176,33.94,50,100,3.32,US,2023-07-03 22:01:18
475,bilma,18.6853,12.9164,34.58,16,23,2.23,NE,2023-07-03 22:01:18
476,sabha,27.0377,14.4283,33.8,21,1,4.25,LY,2023-07-03 22:01:18
477,nam som,17.7704,102.1895,26.16,96,100,0.55,TH,2023-07-03 22:01:19
478,canyon,34.9803,-101.9188,33.89,34,4,2.68,US,2023-07-03 22:01:19
479,roma,43.2128,-75.4557,26.88,76,70,0.46,US,2023-07-03 22:00:11
480,launceston,-41.45,147.1667,6.3,93,40,3.09,AU,2023-07-03 22:01:19
481,abha,18.2164,42.5053,21.89,39,46,0.24,SA,2023-07-03 22:01:19
482,tongchuan,35.0806,109.0897,16.39,74,48,2.87,CN,2023-07-03 22:01:19
483,riacho de santana,-13.6092,-42.9389,22.8,34,3,1.91,BR,2023-07-03 22:01:20
484,czluchow,53.6672,17.3588,11.73,75,28,3.3,PL,2023-07-03 22:01:20
485,olinda,-8.0089,-34.8553,24.92,83,61,6.01,BR,2023-07-03 22:01:20
486,sao joao da barra,-21.6403,-41.0511,18.5,70,20,5.05,BR,2023-07-03 22:01:20
487,boyolangu,-8.1181,111.8935,22.79,95,97,1.48,ID,2023-07-03 22:01:20
488,rindal,63.0565,9.2124,10.54,97,100,1.87,NO,2023-07-03 22:01:21
489,kenai,60.5544,-151.2583,13.97,95,100,7.2,US,2023-07-03 21:56:57
490,gibraltar,36.1447,-5.3526,24.97,83,0,3.09,GI,2023-07-03 22:01:21
491,egvekinot,66.3167,-179.1667,10.93,56,19,3.43,RU,2023-07-03 22:01:21
492,samarai,-10.6167,150.6667,26.71,86,97,5.92,PG,2023-07-03 22:01:21
493,port hardy,50.6996,-127.4199,16.37,70,28,5.17,CA,2023-07-03 22:01:22
494,deniliquin,-35.5333,144.9667,9.67,96,100,4.02,AU,2023-07-03 22:01:22
495,san cristobal,7.7669,-72.225,24.66,76,75,2.09,VE,2023-07-03 22:01:22
496,port-gentil,-0.7193,8.7815,22.3,91,5,6.33,GA,2023-07-03 22:01:22
497,mayumba,-3.432,10.6554,20.65,95,16,2.34,GA,2023-07-03 22:01:23
498,bawku,11.0616,-0.2417,28.72,62,48,4.58,GH,2023-07-03 22:01:24
499,meulaboh,4.1363,96.1285,23.89,90,39,1.75,ID,2023-07-03 22:01:24
500,yeovil,50.9416,-2.6321,15.6,75,75,3.6,GB,2023-07-03 22:00:43
501,ust-maya,60.4167,134.5333,21.49,81,100,1.41,RU,2023-07-03 21:59:28
502,glace bay,46.1969,-59.957,20.18,95,100,5.14,CA,2023-07-03 22:01:24
503,betamcherla,15.4667,78.1667,24.99,85,100,2.45,IN,2023-07-03 22:01:24
504,hamilton,39.1834,-84.5333,29.22,72,80,3.84,US,2023-07-03 22:01:25
505,half moon bay,37.4636,-122.4286,31.62,64,75,7.72,US,2023-07-03 22:01:26
506,rabo de peixe,37.8,-25.5833,19.73,73,75,3.09,PT,2023-07-03 22:01:26
507,krasnyy yar,46.5331,48.3456,21.96,50,51,3.67,RU,2023-07-03 21:58:37
508,wageningen,51.9667,5.6667,17.25,88,100,4.12,NL,2023-07-03 21:55:56
509,kalemie,-5.9475,29.1947,21.31,70,0,2.17,CD,2023-07-03 22:01:26
510,tynda,55.1667,124.7167,19.27,72,1,0.98,RU,2023-07-03 21:56:30
511,awbari,26.5921,12.7805,34.35,14,41,2.41,LY,2023-07-03 22:01:27
512,sunderland,54.9047,-1.3822,12.87,74,3,0.45,GB,2023-07-03 22:01:27
513,syasstroy,60.1367,32.5691,14.06,76,97,6.72,RU,2023-07-03 22:01:27
514,vidim,56.4088,103.1106,14.07,92,100,3.68,RU,2023-07-03 22:01:27
515,lorengau,-2.0226,147.2712,27.94,81,98,3.41,PG,2023-07-03 22:01:27
516,saravan,39.7196,45.6483,15.29,69,8,3.31,AM,2023-07-03 22:01:28
517,mehamn,71.0357,27.8492,7.97,100,75,2.57,NO,2023-07-03 22:01:28
518,la palma,33.8464,-118.0467,37.76,63,0,3.6,US,2023-07-03 22:01:28
519,bang saphan,11.2126,99.5117,24.9,91,100,1.61,TH,2023-07-03 22:01:28
520,salinas,36.6777,-121.6555,32.78,64,0,7.72,US,2023-07-03 22:01:28
521,te anau,-45.4167,167.7167,7.01,86,93,2.36,NZ,2023-07-03 22:01:29
522,vuktyl,63.8567,57.3094,14.9,95,19,2.42,RU,2023-07-03 22:01:29
523,gallup,35.5281,-108.7426,33.91,11,0,4.47,US,2023-07-03 22:01:29
524,lagos,6.5833,3.75,24.68,91,97,2.07,NG,2023-07-03 21:56:22
525,aykhal,66.0,111.5,11.85,66,55,2.21,RU,2023-07-03 22:01:29
526,san lawrenz,36.0553,14.204,22.7,86,0,6.84,MT,2023-07-03 22:01:29
527,nikolaevo,42.6333,25.8,24.2,70,12,1.69,BG,2023-07-03 22:01:30
528,ahipara,-35.1667,173.1667,14.9,79,84,6.02,NZ,2023-07-03 22:01:30
529,qui nhon,13.7667,109.2333,25.91,80,100,1.42,VN,2023-07-03 22:01:30
530,bonnyville,54.2668,-110.735,10.89,70,100,7.65,CA,2023-07-03 21:59:47
531,zhezkazgan,47.8043,67.7144,21.44,43,53,3.76,KZ,2023-07-03 22:00:15
532,ancud,-41.8697,-73.8203,8.89,75,97,3.75,CL,2023-07-03 22:01:31
533,suoyarvi,62.0833,32.35,11.92,80,73,4.59,RU,2023-07-03 22:01:31
534,arlit,18.7369,7.3853,36.88,7,73,5.39,NE,2023-07-03 22:01:31
535,okhotsk,59.3833,143.3,14.83,81,57,2.19,RU,2023-07-03 21:58:36
536,el tocuyo,9.7873,-69.7937,30.39,48,23,3.01,VE,2023-07-03 22:01:32
537,maues,-3.3836,-57.7186,27.31,75,85,0.64,BR,2023-07-03 22:01:32
538,gold coast,-28.0,153.4333,16.67,96,100,3.6,AU,2023-07-03 22:01:33
539,clifton springs,-38.15,144.5667,10.07,93,100,0.0,AU,2023-07-03 22:01:33
540,kaeo,-35.1,173.7833,14.88,87,72,4.02,NZ,2023-07-03 22:01:33
541,araouane,18.9048,-3.5265,40.11,18,3,0.62,ML,2023-07-03 22:01:33
542,namibe,-15.1961,12.1522,19.13,86,0,1.41,AO,2023-07-03 22:01:33
543,wanning,18.8003,110.3967,27.57,89,99,4.7,CN,2023-07-03 22:01:34
544,llanes,43.4198,-4.7549,19.28,84,40,0.93,ES,2023-07-03 21:59:41
545,soyo,-6.1349,12.3689,21.07,92,0,2.88,AO,2023-07-03 22:01:34
546,saint-georges,12.0564,-61.7485,27.14,86,100,5.97,GD,2023-07-03 22:01:34
547,onguday,50.75,86.15,9.59,89,11,0.79,RU,2023-07-03 22:01:34
548,saint-augustin,51.226,-58.6502,13.16,98,100,2.09,CA,2023-07-03 22:01:34
549,coahuayana,18.7333,-103.6833,32.75,57,33,3.49,MX,2023-07-03 22:01:35
550,waddan,29.1614,16.139,29.41,34,0,5.19,LY,2023-07-03 22:01:35
551,okato,-39.2,173.8833,14.54,90,79,3.58,NZ,2023-07-03 22:01:35
552,pitimbu,-7.4706,-34.8086,24.75,84,70,6.34,BR,2023-07-03 22:01:35
553,immokalee,26.4187,-81.4173,39.0,84,0,0.0,US,2023-07-03 22:01:35
554,nelson bay,-32.7167,152.15,13.89,99,100,1.79,AU,2023-07-03 22:01:36
555,biltine,14.5333,20.9167,33.48,32,86,1.53,TD,2023-07-03 22:01:36
556,rapar,23.5667,70.6333,29.17,76,99,5.66,IN,2023-07-03 22:01:36
557,peniche,39.3558,-9.3811,19.6,90,11,7.43,PT,2023-07-03 22:01:36
558,lambarene,-0.7001,10.2406,23.17,82,42,2.06,GA,2023-07-03 22:01:37
559,tomigusuku,26.185,127.675,27.87,89,75,8.23,JP,2023-07-03 22:01:37
560,fukumitsu,36.55,136.8667,22.59,96,21,2.68,JP,2023-07-03 22:01:37
561,fort myers beach,26.452,-81.9481,34.45,64,0,5.14,US,2023-07-03 22:01:37
562,talcahuano,-36.7167,-73.1167,13.82,88,40,5.66,CL,2023-07-03 21:58:35
563,korla,41.7597,86.1469,26.19,24,2,2.7,CN,2023-07-03 22:00:28
